"show","theatre","current_week","past_week","week_ending"
"42nd Street","St. James Theatre",228068,275368,1987-05-31
"42nd Street","St. James Theatre",227350,228068,1987-06-07
"42nd Street","St. James Theatre",245554,227350,1987-06-14
"42nd Street","St. James Theatre",221902,245554,1987-06-21
"42nd Street","St. James Theatre",239858,221902,1987-06-28
"42nd Street","St. James Theatre",163295,239858,1987-07-05
"42nd Street","St. James Theatre",204796,163295,1987-07-12
"42nd Street","St. James Theatre",242573,204796,1987-07-19
"42nd Street","St. James Theatre",227085,242573,1987-07-26
"42nd Street","St. James Theatre",239432,227085,1987-08-02
"42nd Street","St. James Theatre",270999,239432,1987-08-09
"42nd Street","St. James Theatre",275238,270999,1987-08-16
"42nd Street","St. James Theatre",271118,275238,1987-08-23
"42nd Street","St. James Theatre",259067,271118,1987-08-30
"42nd Street","St. James Theatre",208667,259067,1987-09-06
"42nd Street","St. James Theatre",194270,208667,1987-09-13
"42nd Street","St. James Theatre",232265,194270,1987-09-20
"42nd Street","St. James Theatre",227722,232265,1987-09-27
"42nd Street","St. James Theatre",232865,227722,1987-10-04
"42nd Street","St. James Theatre",276251,232865,1987-10-11
"42nd Street","St. James Theatre",252953,276251,1987-10-18
"42nd Street","St. James Theatre",236200,252953,1987-10-25
"42nd Street","St. James Theatre",164004,236200,1987-11-01
"42nd Street","St. James Theatre",203311,164004,1987-11-08
"42nd Street","St. James Theatre",203936,203311,1987-11-15
"42nd Street","St. James Theatre",198219,203936,1987-11-22
"42nd Street","St. James Theatre",269987,198219,1987-11-29
"42nd Street","St. James Theatre",254225,269987,1987-12-06
"42nd Street","St. James Theatre",230774,254225,1987-12-13
"42nd Street","St. James Theatre",159236,230774,1987-12-20
"42nd Street","St. James Theatre",227033,159236,1987-12-27
"42nd Street","St. James Theatre",353171,227033,1988-01-03
"42nd Street","St. James Theatre",156512,353171,1988-01-10
"42nd Street","St. James Theatre",166706,156512,1988-01-17
"42nd Street","St. James Theatre",156312,166706,1988-01-24
"42nd Street","St. James Theatre",141593,156312,1988-01-31
"42nd Street","St. James Theatre",132634,141593,1988-02-07
"42nd Street","St. James Theatre",215975,132634,1988-02-14
"42nd Street","St. James Theatre",183857,215975,1988-02-21
"42nd Street","St. James Theatre",163185,183857,1988-02-28
"42nd Street","St. James Theatre",170473,163185,1988-03-06
"42nd Street","St. James Theatre",181116,170473,1988-03-13
"42nd Street","St. James Theatre",212884,181116,1988-03-20
"42nd Street","St. James Theatre",233469,212884,1988-03-27
"42nd Street","St. James Theatre",242109,233469,1988-04-03
"42nd Street","St. James Theatre",262856,242109,1988-04-10
"42nd Street","St. James Theatre",188901,262856,1988-04-17
"42nd Street","St. James Theatre",233691,188901,1988-04-24
"42nd Street","St. James Theatre",222519,233691,1988-05-01
"42nd Street","St. James Theatre",219005,222519,1988-05-08
"42nd Street","St. James Theatre",243810,219005,1988-05-15
"42nd Street","St. James Theatre",254507,243810,1988-05-22
"42nd Street","St. James Theatre",232573,254507,1988-05-29
"42nd Street","St. James Theatre",198613,232573,1988-06-05
"42nd Street","St. James Theatre",252701,198613,1988-06-12
"42nd Street","St. James Theatre",248645,252701,1988-06-19
"42nd Street","St. James Theatre",225408,248645,1988-06-26
"42nd Street","St. James Theatre",213655,225408,1988-07-03
"42nd Street","St. James Theatre",195193,213655,1988-07-10
"42nd Street","St. James Theatre",231618,195193,1988-07-17
"42nd Street","St. James Theatre",230359,231618,1988-07-24
"42nd Street","St. James Theatre",231112,230359,1988-07-31
"42nd Street","St. James Theatre",238615,231112,1988-08-07
"42nd Street","St. James Theatre",258212,238615,1988-08-14
"42nd Street","St. James Theatre",254477,258212,1988-08-21
"42nd Street","St. James Theatre",227057,254477,1988-08-28
"42nd Street","St. James Theatre",194897,227057,1988-09-04
"42nd Street","St. James Theatre",175965,194897,1988-09-11
"42nd Street","St. James Theatre",206488,175965,1988-09-18
"42nd Street","St. James Theatre",186968,206488,1988-09-25
"42nd Street","St. James Theatre",196443,186968,1988-10-02
"42nd Street","St. James Theatre",246622,196443,1988-10-09
"42nd Street","St. James Theatre",235112,246622,1988-10-16
"42nd Street","St. James Theatre",234977,235112,1988-10-23
"42nd Street","St. James Theatre",188789,234977,1988-10-30
"42nd Street","St. James Theatre",197394,188789,1988-11-06
"42nd Street","St. James Theatre",225998,197394,1988-11-13
"42nd Street","St. James Theatre",189455,225998,1988-11-20
"42nd Street","St. James Theatre",247697,189455,1988-11-27
"42nd Street","St. James Theatre",217098,247697,1988-12-04
"42nd Street","St. James Theatre",233725,217098,1988-12-11
"42nd Street","St. James Theatre",156160,233725,1988-12-18
"42nd Street","St. James Theatre",110879,156160,1988-12-25
"42nd Street","St. James Theatre",374942,110879,1989-01-01
"42nd Street","St. James Theatre",203079,374942,1989-01-08
"45 Seconds from Broadway","Richard Rodgers Theatre",328831,303942,2001-10-28
"45 Seconds from Broadway","Richard Rodgers Theatre",257268,328831,2001-11-04
"45 Seconds from Broadway","Richard Rodgers Theatre",305232,257268,2001-11-11
"45 Seconds from Broadway","Richard Rodgers Theatre",325326,305232,2001-11-18
"45 Seconds from Broadway","Richard Rodgers Theatre",310060,325326,2001-11-25
"45 Seconds from Broadway","Richard Rodgers Theatre",343308,310060,2001-12-02
"45 Seconds from Broadway","Richard Rodgers Theatre",315915,343308,2001-12-09
"45 Seconds from Broadway","Richard Rodgers Theatre",249205,315915,2001-12-16
"45 Seconds from Broadway","Richard Rodgers Theatre",165450,249205,2001-12-23
"45 Seconds from Broadway","Richard Rodgers Theatre",472590,165450,2001-12-30
"45 Seconds from Broadway","Richard Rodgers Theatre",189476,472590,2002-01-06
"45 Seconds from Broadway","Richard Rodgers Theatre",273268,189476,2002-01-13
"700 Sundays","Broadhurst Theatre",635476,492475,2004-11-21
"700 Sundays","Broadhurst Theatre",549690,635476,2004-11-28
"700 Sundays","Broadhurst Theatre",618590,549690,2004-12-05
"700 Sundays","Broadhurst Theatre",775486,618590,2004-12-12
"700 Sundays","Broadhurst Theatre",737603,775486,2004-12-19
"700 Sundays","Broadhurst Theatre",787206,737603,2004-12-26
"700 Sundays","Broadhurst Theatre",815787,787206,2005-01-02
"700 Sundays","Broadhurst Theatre",819002,815787,2005-01-09
"700 Sundays","Broadhurst Theatre",851290,819002,2005-01-16
"700 Sundays","Broadhurst Theatre",810281,851290,2005-01-23
"700 Sundays","Broadhurst Theatre",811060,810281,2005-01-30
"700 Sundays","Broadhurst Theatre",751561,811060,2005-02-06
"700 Sundays","Broadhurst Theatre",749982,751561,2005-02-13
"700 Sundays","Broadhurst Theatre",799998,749982,2005-02-20
"700 Sundays","Broadhurst Theatre",780945,799998,2005-02-27
"700 Sundays","Broadhurst Theatre",783705,780945,2005-03-06
"700 Sundays","Broadhurst Theatre",738086,783705,2005-03-13
"700 Sundays","Broadhurst Theatre",769861,765485,2005-04-03
"700 Sundays","Broadhurst Theatre",770291,769861,2005-04-10
"700 Sundays","Broadhurst Theatre",759117,770291,2005-04-17
"700 Sundays","Broadhurst Theatre",769378,767718,2005-05-08
"700 Sundays","Broadhurst Theatre",761412,769378,2005-05-15
"700 Sundays","Broadhurst Theatre",1061689,761412,2005-05-22
"700 Sundays","Broadhurst Theatre",596917,1061689,2005-05-29
"700 Sundays","Broadhurst Theatre",497629,596917,2005-06-05
"700 Sundays","Broadhurst Theatre",846635,497629,2005-06-12
"700 Sundays","Imperial Theatre",1067922,1147436,2013-11-17
"700 Sundays","Imperial Theatre",1117307,1067922,2013-11-24
"700 Sundays","Imperial Theatre",1121799,1117307,2013-12-01
"700 Sundays","Imperial Theatre",1197109,1121799,2013-12-08
"700 Sundays","Imperial Theatre",1134137,1197109,2013-12-15
"700 Sundays","Imperial Theatre",1064456,1134137,2013-12-22
"700 Sundays","Imperial Theatre",1403415,1064456,2013-12-29
"700 Sundays","Imperial Theatre",1101241,1403415,2014-01-05
"9 to 5","Marquis Theatre",535354,505671,2009-04-19
"9 to 5","Marquis Theatre",625252,535354,2009-04-26
"9 to 5","Marquis Theatre",666905,625252,2009-05-03
"9 to 5","Marquis Theatre",762358,666905,2009-05-10
"9 to 5","Marquis Theatre",797680,762358,2009-05-17
"9 to 5","Marquis Theatre",805908,797680,2009-05-24
"9 to 5","Marquis Theatre",755755,805908,2009-05-31
"9 to 5","Marquis Theatre",746632,755755,2009-06-07
"9 to 5","Marquis Theatre",822192,746632,2009-06-14
"9 to 5","Marquis Theatre",800067,822192,2009-06-21
"9 to 5","Marquis Theatre",783435,800067,2009-06-28
"9 to 5","Marquis Theatre",675136,783435,2009-07-05
"9 to 5","Marquis Theatre",694270,675136,2009-07-12
"9 to 5","Marquis Theatre",662361,694270,2009-07-19
"9 to 5","Marquis Theatre",694650,662361,2009-07-26
"9 to 5","Marquis Theatre",665102,694650,2009-08-02
"9 to 5","Marquis Theatre",712415,665102,2009-08-09
"9 to 5","Marquis Theatre",661572,712415,2009-08-16
"9 to 5","Marquis Theatre",589453,661572,2009-08-23
"9 to 5","Marquis Theatre",579448,589453,2009-08-30
"9 to 5","Marquis Theatre",689795,579448,2009-09-06
"A Behanding in Spokane","Gerald Schoenfeld Theatre",413686,455335,2010-02-28
"A Behanding in Spokane","Gerald Schoenfeld Theatre",432187,413686,2010-03-07
"A Behanding in Spokane","Gerald Schoenfeld Theatre",554397,432187,2010-03-14
"A Behanding in Spokane","Gerald Schoenfeld Theatre",539372,554397,2010-03-21
"A Behanding in Spokane","Gerald Schoenfeld Theatre",489726,539372,2010-03-28
"A Behanding in Spokane","Gerald Schoenfeld Theatre",524859,489726,2010-04-04
"A Behanding in Spokane","Gerald Schoenfeld Theatre",489587,524859,2010-04-11
"A Behanding in Spokane","Gerald Schoenfeld Theatre",402160,489587,2010-04-18
"A Behanding in Spokane","Gerald Schoenfeld Theatre",415523,402160,2010-04-25
"A Behanding in Spokane","Gerald Schoenfeld Theatre",384849,415523,2010-05-02
"A Behanding in Spokane","Gerald Schoenfeld Theatre",414898,384849,2010-05-09
"A Behanding in Spokane","Gerald Schoenfeld Theatre",432442,414898,2010-05-16
"A Behanding in Spokane","Gerald Schoenfeld Theatre",442947,432442,2010-05-23
"A Behanding in Spokane","Gerald Schoenfeld Theatre",428934,442947,2010-05-30
"A Behanding in Spokane","Gerald Schoenfeld Theatre",483113,428934,2010-06-06
"A Bronx Tale The Musical","Longacre Theatre",678925.5,324821,2016-11-13
"A Bronx Tale The Musical","Longacre Theatre",651268,678925.5,2016-11-20
"A Bronx Tale The Musical","Longacre Theatre",717860,651268,2016-11-27
"A Bronx Tale The Musical","Longacre Theatre",723675,717860,2016-12-04
"A Bronx Tale The Musical","Longacre Theatre",913048,723675,2016-12-11
"A Bronx Tale The Musical","Longacre Theatre",905783,913048,2016-12-18
"A Bronx Tale The Musical","Longacre Theatre",739974,905783,2016-12-25
"A Bronx Tale The Musical","Longacre Theatre",1293125.32,739974,2017-01-01
"A Bronx Tale The Musical","Longacre Theatre",917804.4,1293125.32,2017-01-08
"A Bronx Tale The Musical","Longacre Theatre",935267,917804.4,2017-01-15
"A Bronx Tale The Musical","Longacre Theatre",901698.6,935267,2017-01-22
"A Bronx Tale The Musical","Longacre Theatre",916154.87,901698.6,2017-01-29
"A Bronx Tale The Musical","Longacre Theatre",841270.86,916154.87,2017-02-05
"A Bronx Tale The Musical","Longacre Theatre",844420.26,841270.86,2017-02-12
"A Bronx Tale The Musical","Longacre Theatre",1068670.2,844420.26,2017-02-19
"A Bronx Tale The Musical","Longacre Theatre",958282.2,1068670.2,2017-02-26
"A Bronx Tale The Musical","Longacre Theatre",846425.2,958282.2,2017-03-05
"A Bronx Tale The Musical","Longacre Theatre",861783.44,846425.2,2017-03-12
"A Bronx Tale The Musical","Longacre Theatre",826063.24,861783.44,2017-03-19
"A Bronx Tale The Musical","Longacre Theatre",867519.5,826063.24,2017-03-26
"A Bronx Tale The Musical","Longacre Theatre",850263.4,867519.5,2017-04-02
"A Bronx Tale The Musical","Longacre Theatre",797825.2,850263.4,2017-04-09
"A Bronx Tale The Musical","Longacre Theatre",858229.25,797825.2,2017-04-16
"A Bronx Tale The Musical","Longacre Theatre",847292.5,858229.25,2017-04-23
"A Bronx Tale The Musical","Longacre Theatre",820877.8,847292.5,2017-04-30
"A Bronx Tale The Musical","Longacre Theatre",751489.5,820877.8,2017-05-07
"A Bronx Tale The Musical","Longacre Theatre",804778.52,751489.5,2017-05-14
"A Bronx Tale The Musical","Longacre Theatre",813279.8,804778.52,2017-05-21
"A Bronx Tale The Musical","Longacre Theatre",770786.32,813279.8,2017-05-28
"A Bronx Tale The Musical","Longacre Theatre",745249.95,770786.32,2017-06-04
"A Bronx Tale The Musical","Longacre Theatre",790835,745249.95,2017-06-11
"A Bronx Tale The Musical","Longacre Theatre",771461.75,790835,2017-06-18
"A Bronx Tale The Musical","Longacre Theatre",786286.3,771461.75,2017-06-25
"A Bronx Tale The Musical","Longacre Theatre",697208.69,786286.3,2017-07-02
"A Bronx Tale The Musical","Longacre Theatre",660642.5,697208.69,2017-07-09
"A Bronx Tale The Musical","Longacre Theatre",719078.55,660642.5,2017-07-16
"A Bronx Tale The Musical","Longacre Theatre",727891.15,719078.55,2017-07-23
"A Bronx Tale The Musical","Longacre Theatre",728962.28,727891.15,2017-07-30
"A Bronx Tale The Musical","Longacre Theatre",690941.13,728962.28,2017-08-06
"A Bronx Tale The Musical","Longacre Theatre",701132.47,690941.13,2017-08-13
"A Bronx Tale The Musical","Longacre Theatre",662502.07,701132.47,2017-08-20
"A Bronx Tale The Musical","Longacre Theatre",654985.9,662502.07,2017-08-27
"A Bronx Tale The Musical","Longacre Theatre",645229.9,654985.9,2017-09-03
"A Bronx Tale The Musical","Longacre Theatre",694829.5,645229.9,2017-09-10
"A Bronx Tale The Musical","Longacre Theatre",761800.76,694829.5,2017-09-17
"A Bronx Tale The Musical","Longacre Theatre",735786.35,761800.76,2017-09-24
"A Bronx Tale The Musical","Longacre Theatre",713274.08,735786.35,2017-10-01
"A Bronx Tale The Musical","Longacre Theatre",798218.45,713274.08,2017-10-08
"A Bronx Tale The Musical","Longacre Theatre",786637.27,798218.45,2017-10-15
"A Bronx Tale The Musical","Longacre Theatre",784397.94,786637.27,2017-10-22
"A Bronx Tale The Musical","Longacre Theatre",782012.68,784397.94,2017-10-29
"A Bronx Tale The Musical","Longacre Theatre",704766.58,782012.68,2017-11-05
"A Bronx Tale The Musical","Longacre Theatre",806225.83,704766.58,2017-11-12
"A Bronx Tale The Musical","Longacre Theatre",769783.12,806225.83,2017-11-19
"A Bronx Tale The Musical","Longacre Theatre",905915.9,769783.12,2017-11-26
"A Bronx Tale The Musical","Longacre Theatre",803518.01,905915.9,2017-12-03
"A Bronx Tale The Musical","Longacre Theatre",897110.81,803518.01,2017-12-10
"A Bronx Tale The Musical","Longacre Theatre",825884.87,897110.81,2017-12-17
"A Bronx Tale The Musical","Longacre Theatre",708597.15,825884.87,2017-12-24
"A Bronx Tale The Musical","Longacre Theatre",1244793.5,708597.15,2017-12-31
"A Bronx Tale The Musical","Longacre Theatre",770783.65,1244793.5,2018-01-07
"A Bronx Tale The Musical","Longacre Theatre",830343.9,770783.65,2018-01-14
"A Bronx Tale The Musical","Longacre Theatre",726004.16,830343.9,2018-01-21
"A Bronx Tale The Musical","Longacre Theatre",748029.45,726004.16,2018-01-28
"A Bronx Tale The Musical","Longacre Theatre",683940.79,748029.45,2018-02-04
"A Bronx Tale The Musical","Longacre Theatre",607939.58,683940.79,2018-02-11
"A Bronx Tale The Musical","Longacre Theatre",780479.61,607939.58,2018-02-18
"A Bronx Tale The Musical","Longacre Theatre",709917.54,780479.61,2018-02-25
